"Tiempo (s) Run #1,""Voltaje (V) Run #1"",""Tiempo (s) Run #2"",""Voltaje (V) Run #2"",""Tiempo (s) Run #3"",""Voltaje (V) Run #3"",""Tiempo (s) Run #4"",""Voltaje (V) Run #4"""
,,2717.100,-0.010,,,,
,,2717.200,-0.010,,,,
,,2717.300,-0.010,,,,
,,2717.400,-0.010,,,,
,,2717.500,-0.010,,,,
,,2717.600,-0.010,,,,
,,2717.700,-0.010,,,,
,,2717.800,-0.010,,,,
,,2717.900,-0.009,,,,
,,2718.000,-0.010,,,,
,,2718.100,-0.010,,,,
,,2718.200,-0.010,,,,
,,2718.300,-0.010,,,,
,,2718.400,-0.010,,,,
,,2718.500,-0.009,,,,
,,2718.600,-0.009,,,,
,,2718.700,-0.010,,,,
,,2718.800,-0.009,,,,
,,2718.900,-0.010,,,,
,,2719.000,-0.010,,,,
,,2719.100,-0.009,,,,
,,2719.200,-0.008,,,,
,,2719.300,-0.009,,,,
,,2719.400,-0.009,,,,
,,2719.500,-0.009,,,,
,,2719.600,-0.009,,,,
,,2719.700,-0.009,,,,
,,2719.800,-0.008,,,,
,,2719.900,-0.007,,,,
,,2720.000,-0.009,,,,
,,2720.100,-0.008,,,,
,,2720.200,-0.008,,,,
,,2720.300,-0.008,,,,
,,2720.400,-0.009,,,,
,,2720.500,-0.009,,,,
,,2720.600,-0.007,,,,
,,2720.700,-0.008,,,,
,,2720.800,-0.009,,,,
,,2720.900,-0.009,,,,
,,2721.000,-0.007,,,,
,,2721.100,-0.007,,,,
,,2721.200,-0.007,,,,
,,2721.300,-0.007,,,,
,,2721.400,-0.007,,,,
,,2721.500,-0.007,,,,
,,2721.600,-0.007,,,,
,,2721.700,-0.007,,,,
,,2721.800,-0.007,,,,
,,2721.900,-0.005,,,,
,,2722.000,-0.007,,,,
,,2722.100,-0.007,,,,
,,2722.200,-0.007,,,,
,,2722.300,-0.006,,,,
,,2722.400,-0.005,,,,
,,2722.500,-0.006,,,,
,,2722.600,-0.006,,,,
,,2722.700,-0.005,,,,
,,2722.800,-0.006,,,,
,,2722.900,-0.006,,,,
,,2723.000,-0.004,,,,
,,2723.100,-0.006,,,,
,,2723.200,-0.006,,,,
,,2723.300,-0.004,,,,
,,2723.400,-0.006,,,,
,,2723.500,-0.006,,,,
,,2723.600,-0.005,,,,
,,2723.700,-0.005,,,,
,,2723.800,-0.006,,,,
,,2723.900,-0.005,,,,
,,2724.000,-0.005,,,,
,,2724.100,-0.004,,,,
,,2724.200,-0.005,,,,
,,2724.300,-0.006,,,,
,,2724.400,-0.004,,,,
,,2724.500,-0.004,,,,
,,2724.600,-0.005,,,,
,,2724.700,-0.002,,,,
,,2724.800,-0.005,,,,
,,2724.900,-0.005,,,,
,,2725.000,-0.005,,,,
,,2725.100,-0.004,,,,
,,2725.200,-0.004,,,,
,,2725.300,-0.005,,,,
,,2725.400,-0.004,,,,
,,2725.500,-0.004,,,,
,,2725.600,-0.004,,,,
,,2725.700,-0.004,,,,
,,2725.800,-0.005,,,,
,,2725.900,-0.005,,,,
,,2726.000,-0.002,,,,
,,2726.100,-0.005,,,,
,,2726.200,-0.005,,,,
,,2726.300,-0.005,,,,
,,2726.400,-0.004,,,,
,,2726.500,-0.003,,,,
,,2726.600,-0.004,,,,
,,2726.700,-0.004,,,,
,,2726.800,-0.004,,,,
,,2726.900,-0.004,,,,
,,2727.000,-0.005,,,,
,,2727.100,-0.004,,,,
,,2727.200,-0.004,,,,
,,2727.300,-0.004,,,,
,,2727.400,-0.004,,,,
,,2727.500,-0.004,,,,
,,2727.600,-0.003,,,,
,,2727.700,-0.003,,,,
,,2727.800,-0.004,,,,
,,2727.900,-0.004,,,,
,,2728.000,-0.004,,,,
,,2728.100,-0.003,,,,
,,2728.200,-0.005,,,,
,,2728.300,-0.004,,,,
,,2728.400,-0.003,,,,
,,2728.500,-0.005,,,,
,,2728.600,-0.004,,,,
,,2728.700,-0.004,,,,
,,2728.800,-0.004,,,,
,,2728.900,-0.004,,,,
,,2729.000,-0.003,,,,
,,2729.100,-0.003,,,,
,,2729.200,-0.004,,,,
,,2729.300,-0.005,,,,
,,2729.400,-0.004,,,,
,,2729.500,-0.002,,,,
,,2729.600,-0.004,,,,
,,2729.700,-0.004,,,,
,,2729.800,-0.004,,,,
,,2729.900,-0.004,,,,
,,2730.000,-0.004,,,,
,,2730.100,-0.004,,,,
,,2730.200,-0.004,,,,
,,2730.300,-0.005,,,,
,,2730.400,-0.005,,,,
,,2730.500,-0.004,,,,
,,2730.600,-0.005,,,,
,,2730.700,-0.003,,,,
,,2730.800,-0.004,,,,
,,2730.900,-0.005,,,,
,,2731.000,-0.004,,,,
,,2731.100,-0.004,,,,
,,2731.200,-0.007,,,,
,,2731.300,-0.002,,,,
,,2731.400,-0.005,,,,
,,2731.500,-0.005,,,,
,,2731.600,-0.006,,,,
,,2731.700,-0.005,,,,
,,2731.800,-0.005,,,,
,,2731.900,-0.005,,,,
,,2732.000,-0.004,,,,
,,2732.100,-0.005,,,,
,,2732.200,-0.005,,,,
,,2732.300,-0.004,,,,
,,2732.400,-0.006,,,,
,,2732.500,-0.006,,,,
,,2732.600,-0.005,,,,
,,2732.700,-0.005,,,,
,,2732.800,-0.004,,,,
,,2732.900,-0.004,,,,
,,2733.000,-0.006,,,,
,,2733.100,-0.005,,,,
,,2733.200,-0.006,,,,
,,2733.300,-0.005,,,,
,,2733.400,-0.006,,,,
,,2733.500,-0.005,,,,
,,2733.600,-0.007,,,,
,,2733.700,-0.007,,,,
,,2733.800,-0.007,,,,
,,2733.900,-0.005,,,,
,,2734.000,-0.006,,,,
,,2734.100,-0.006,,,,
,,2734.200,-0.006,,,,
,,2734.300,-0.006,,,,
,,2734.400,-0.006,,,,
,,2734.500,-0.006,,,,
,,2734.600,-0.005,,,,
,,2734.700,-0.006,,,,
,,2734.800,-0.007,,,,
,,2734.900,-0.007,,,,
,,2735.000,-0.007,,,,
,,2735.100,-0.007,,,,
,,2735.200,-0.007,,,,
,,2735.300,-0.007,,,,
,,2735.400,-0.007,,,,
,,2735.500,-0.006,,,,
,,2735.600,-0.007,,,,
,,2735.700,-0.007,,,,
,,2735.800,-0.007,,,,
,,2735.900,-0.007,,,,
,,2736.000,-0.009,,,,
,,2736.100,-0.007,,,,
,,2736.200,-0.007,,,,
,,2736.300,-0.007,,,,
,,2736.400,-0.007,,,,
,,2736.500,-0.009,,,,
,,2736.600,-0.007,,,,
,,2736.700,-0.009,,,,
,,2736.800,-0.007,,,,
,,2736.900,-0.008,,,,
,,2737.000,-0.007,,,,
,,2737.100,-0.009,,,,
,,2737.200,-0.007,,,,
,,2737.300,-0.008,,,,
,,2737.400,-0.009,,,,
,,2737.500,-0.007,,,,
,,2737.600,-0.007,,,,
,,2737.700,-0.007,,,,
,,2737.800,-0.009,,,,
,,2737.900,-0.007,,,,
,,2738.000,-0.009,,,,
,,2738.100,-0.008,,,,
,,2738.200,-0.009,,,,
,,2738.300,-0.009,,,,
,,2738.400,-0.009,,,,
,,2738.500,-0.009,,,,
,,2738.600,-0.008,,,,
,,2738.700,-0.010,,,,
,,2738.800,-0.008,,,,
,,2738.900,-0.009,,,,
,,2739.000,-0.009,,,,
,,2739.100,-0.008,,,,
,,2739.200,-0.008,,,,
,,2739.300,-0.009,,,,
,,2739.400,-0.008,,,,
,,2739.500,-0.009,,,,
,,2739.600,-0.009,,,,
,,2739.700,-0.009,,,,
,,2739.800,-0.010,,,,
,,2739.900,-0.009,,,,
,,2740.000,-0.026,,,,
,,2740.100,-0.016,,,,
,,2740.200,-0.020,,,,
,,2740.300,-0.018,,,,
,,2740.400,-0.021,,,,
,,2740.500,-0.020,,,,
,,2740.600,-0.021,,,,
,,2740.700,-0.020,,,,
,,2740.800,-0.020,,,,
,,2740.900,-0.021,,,,
,,2741.000,-0.018,,,,
,,2741.100,-0.020,,,,
,,2741.200,-0.020,,,,
,,2741.300,-0.020,,,,
,,2741.400,-0.021,,,,
,,2741.500,-0.020,,,,
,,2741.600,-0.023,,,,
,,2741.700,-0.021,,,,
,,2741.800,-0.024,,,,
,,2741.900,-0.026,,,,
,,2742.000,-0.026,,,,
,,2742.100,-0.029,,,,
,,2742.200,-0.027,,,,
,,2742.300,-0.029,,,,
,,2742.400,-0.032,,,,
,,2742.500,-0.033,,,,
,,2742.600,-0.034,,,,
,,2742.700,-0.034,,,,
,,2742.800,-0.034,,,,
,,2742.900,-0.033,,,,
,,2743.000,-0.044,,,,
,,2743.100,-0.039,,,,
,,2743.200,-0.038,,,,
,,2743.300,-0.024,,,,
,,2743.400,-0.018,,,,
,,2743.500,-0.016,,,,
,,2743.600,-0.015,,,,
,,2743.700,-0.015,,,,
,,2743.800,-0.018,,,,
,,2743.900,-0.019,,,,
,,2744.000,-0.020,,,,
,,2744.100,-0.023,,,,
,,2744.200,-0.023,,,,
,,2744.300,-0.024,,,,
,,2744.400,-0.026,,,,
,,2744.500,-0.029,,,,
,,2744.600,-0.029,,,,
,,2744.700,-0.029,,,,
,,2744.800,-0.029,,,,
,,2744.900,0.098,,,,
,,2745.000,0.105,,,,
,,2745.100,-0.010,,,,
,,2745.200,0.110,,,,
,,2745.300,0.111,,,,
,,2745.400,-0.010,,,,
,,2745.500,-0.010,,,,
,,2745.600,-0.009,,,,
,,2745.700,-0.009,,,,
,,2745.800,-0.010,,,,
,,2745.900,-0.010,,,,
,,2746.000,-0.010,,,,
,,2746.100,-0.009,,,,
,,2746.200,-0.010,,,,
,,2746.300,-0.010,,,,
,,2746.400,-0.010,,,,
,,2746.500,-0.009,,,,
,,2746.600,-0.010,,,,
,,2746.700,-0.010,,,,
,,2746.800,-0.009,,,,
,,2746.900,-0.010,,,,
,,2747.000,-0.010,,,,
,,2747.100,-0.009,,,,
,,2747.200,-0.009,,,,
,,2747.300,-0.010,,,,
,,2747.400,-0.010,,,,
,,2747.500,-0.010,,,,
,,2747.600,-0.010,,,,
,,2747.700,-0.009,,,,
,,2747.800,-0.010,,,,
,,2747.900,-0.010,,,,
,,2748.000,-0.010,,,,
,,2748.100,-0.010,,,,
,,2748.200,-0.010,,,,
,,2748.300,-0.010,,,,
,,2748.400,-0.010,,,,
,,2748.500,-0.010,,,,
,,2748.600,-0.010,,,,
,,2748.700,0.143,,,,
,,2748.800,0.140,,,,
,,2748.900,-0.010,,,,
,,2749.000,-0.010,,,,
,,2749.100,-0.010,,,,
,,2749.200,-0.010,,,,
,,2749.300,-0.010,,,,
,,2749.400,-0.009,,,,
,,2749.500,-0.009,,,,
,,2749.600,-0.010,,,,
,,2749.700,-0.010,,,,
,,2749.800,-0.010,,,,
,,2749.900,-0.010,,,,
,,2750.000,-0.010,,,,
,,2750.100,-0.010,,,,
,,2750.200,-0.010,,,,
,,2750.300,-0.010,,,,
,,2750.400,-0.009,,,,
,,2750.500,-0.010,,,,
,,2750.600,-0.015,,,,
,,2750.700,-0.018,,,,
,,2750.800,-0.012,,,,
,,2750.900,-0.009,,,,
,,2751.000,-0.010,,,,
,,2751.100,-0.013,,,,
,,2751.200,-0.013,,,,
,,2751.300,-0.012,,,,
,,2751.400,-0.012,,,,
,,2751.500,-0.015,,,,
,,2751.600,-0.018,,,,
,,2751.700,-0.017,,,,
,,2751.800,-0.070,,,,
,,2751.900,-0.079,,,,
,,2752.000,-0.074,,,,
,,2752.100,-0.016,,,,
,,2752.200,-0.020,,,,
,,2752.300,-0.018,,,,
,,2752.400,-0.020,,,,
,,2752.500,-0.021,,,,
,,2752.600,-0.020,,,,
,,2752.700,-0.018,,,,
,,2752.800,-0.018,,,,
,,2752.900,-0.018,,,,
,,2753.000,-0.016,,,,
,,2753.100,-0.016,,,,
,,2753.200,-0.017,,,,
,,2753.300,-0.018,,,,
,,2753.400,-0.018,,,,
,,2753.500,-0.018,,,,
,,2753.600,-0.018,,,,
,,2753.700,-0.018,,,,
,,2753.800,-0.018,,,,
,,2753.900,-0.018,,,,
,,2754.000,-0.017,,,,
,,2754.100,-0.014,,,,
,,2754.200,-0.015,,,,
,,2754.300,0.041,,,,
,,2754.400,0.053,,,,
,,2754.500,0.057,,,,
,,2754.600,-0.009,,,,
,,2754.700,-0.009,,,,
,,2754.800,-0.010,,,,
,,2754.900,-0.010,,,,
,,2755.000,-0.010,,,,
,,2755.100,-0.010,,,,
,,2755.200,-0.010,,,,
,,2755.300,-0.010,,,,
,,2755.400,-0.010,,,,
,,2755.500,-0.010,,,,
,,2755.600,-0.010,,,,
,,2755.700,-0.010,,,,
,,2755.800,-0.010,,,,
,,2755.900,-0.010,,,,
,,2756.000,-0.010,,,,
,,2756.100,-0.010,,,,
,,2756.200,-0.009,,,,
,,2756.300,-0.010,,,,
,,2756.400,-0.010,,,,
,,2756.500,-0.010,,,,
,,2756.600,-0.010,,,,
,,2756.700,-0.010,,,,
,,2756.800,-0.010,,,,
,,2756.900,-0.010,,,,
,,2757.000,-0.010,,,,
,,2757.100,-0.010,,,,
,,2757.200,-0.010,,,,
,,2757.300,-0.010,,,,
,,2757.400,-0.010,,,,
,,2757.500,-0.010,,,,
,,2757.600,-0.010,,,,
,,2757.700,-0.010,,,,
,,2757.800,-0.010,,,,
,,2757.900,-0.010,,,,
,,2758.000,-0.010,,,,
,,2758.100,-0.010,,,,
,,2758.200,-0.010,,,,
,,2758.300,-0.010,,,,
,,2758.400,-0.010,,,,
,,2758.500,-0.010,,,,
,,2758.600,-0.010,,,,
,,2758.700,-0.010,,,,
,,2758.800,-0.010,,,,
,,2758.900,-0.010,,,,
,,2759.000,-0.010,,,,
,,2759.100,-0.010,,,,
,,2759.200,-0.010,,,,
,,2759.300,-0.010,,,,
,,2759.400,-0.010,,,,
,,2759.500,-0.010,,,,
,,2759.600,-0.010,,,,
,,2759.700,-0.010,,,,
,,2759.800,-0.010,,,,
,,2759.900,-0.010,,,,
,,2760.000,-0.010,,,,
,,2760.100,-0.010,,,,
,,2760.200,-0.010,,,,
,,2760.300,-0.010,,,,
,,2760.400,-0.010,,,,
,,2760.500,-0.010,,,,
,,2760.600,-0.011,,,,
,,2760.700,-0.010,,,,
,,2760.800,-0.010,,,,
,,2760.900,-0.010,,,,
,,2761.000,-0.010,,,,
,,2761.100,-0.010,,,,
,,2761.200,-0.010,,,,
,,2761.300,-0.010,,,,
,,2761.400,-0.010,,,,
,,2761.500,-0.011,,,,
,,2761.600,-0.010,,,,
,,2761.700,-0.010,,,,
,,2761.800,-0.010,,,,
,,2761.900,-0.010,,,,
,,2762.000,-0.010,,,,
,,2762.100,-0.010,,,,
,,2762.200,-0.010,,,,
,,2762.300,-0.010,,,,
,,2762.400,-0.010,,,,
,,2762.500,-0.010,,,,
,,2762.600,-0.010,,,,
,,2762.700,-0.010,,,,
,,2762.800,-0.010,,,,
,,2762.900,-0.010,,,,
,,2763.000,-0.010,,,,
,,2763.100,-0.010,,,,
,,2763.200,-0.010,,,,
,,2763.300,-0.011,,,,
,,2763.400,-0.010,,,,
,,2763.500,-0.012,,,,
,,2763.600,-0.012,,,,
,,2763.700,-0.011,,,,
,,2763.800,-0.010,,,,
,,2763.900,-0.011,,,,
,,2764.000,-0.011,,,,
,,2764.100,-0.010,,,,
,,2764.200,-0.010,,,,
,,2764.300,-0.010,,,,
,,2764.400,-0.011,,,,
,,2764.500,-0.010,,,,
,,2764.600,-0.011,,,,
,,2764.700,-0.010,,,,
,,2764.800,-0.011,,,,
,,2764.900,-0.011,,,,
,,2765.000,-0.011,,,,
,,2765.100,-0.010,,,,
,,2765.200,-0.011,,,,
,,2765.300,-0.011,,,,
,,2765.400,-0.012,,,,
,,2765.500,-0.011,,,,
,,2765.600,-0.010,,,,
,,2765.700,-0.012,,,,
,,2765.800,-0.011,,,,
,,2765.900,-0.010,,,,
,,2766.000,-0.012,,,,
,,2766.100,-0.010,,,,
,,2766.200,-0.012,,,,
,,2766.300,-0.011,,,,
,,2766.400,-0.011,,,,
,,2766.500,-0.012,,,,
,,2766.600,-0.012,,,,
,,2766.700,-0.012,,,,
,,2766.800,-0.011,,,,
,,2766.900,-0.011,,,,
,,2767.000,-0.010,,,,
,,2767.100,-0.011,,,,
,,2767.200,-0.010,,,,
,,2767.300,-0.011,,,,
,,2767.400,-0.011,,,,
,,2767.500,-0.011,,,,
,,2767.600,-0.011,,,,
,,2767.700,-0.012,,,,
,,2767.800,-0.012,,,,
,,2767.900,-0.011,,,,
,,2768.000,-0.012,,,,
,,2768.100,-0.012,,,,
,,2768.200,-0.011,,,,
,,2768.300,-0.013,,,,
,,2768.400,-0.011,,,,
,,2768.500,-0.012,,,,
,,2768.600,-0.012,,,,
,,2768.700,-0.012,,,,
,,2768.800,-0.012,,,,
,,2768.900,-0.011,,,,
,,2769.000,-0.011,,,,
,,2769.100,-0.012,,,,
,,2769.200,-0.012,,,,
,,2769.300,-0.012,,,,
,,2769.400,-0.012,,,,
,,2769.500,-0.011,,,,
,,2769.600,-0.013,,,,
,,2769.700,-0.012,,,,
,,2769.800,-0.012,,,,
,,2769.900,-0.012,,,,
,,2770.000,-0.012,,,,
,,2770.100,-0.012,,,,
,,2770.200,-0.012,,,,
,,2770.300,-0.012,,,,
,,2770.400,-0.012,,,,
,,2770.500,-0.012,,,,
,,2770.600,-0.013,,,,
,,2770.700,-0.013,,,,
,,2770.800,-0.012,,,,
,,2770.900,-0.013,,,,
,,2771.000,-0.012,,,,
,,2771.100,-0.012,,,,
,,2771.200,-0.012,,,,
,,2771.300,-0.013,,,,
,,2771.400,-0.013,,,,
,,2771.500,-0.012,,,,
,,2771.600,-0.012,,,,
,,2771.700,-0.012,,,,
,,2771.800,-0.012,,,,
,,2771.900,-0.012,,,,
,,2772.000,-0.010,,,,
,,2772.100,-0.012,,,,
,,2772.200,-0.012,,,,
,,2772.300,-0.012,,,,
,,2772.400,-0.012,,,,
,,2772.500,-0.012,,,,
,,2772.600,-0.012,,,,
,,2772.700,-0.012,,,,
,,2772.800,-0.012,,,,
,,2772.900,-0.011,,,,
,,2773.000,-0.012,,,,
,,2773.100,-0.012,,,,
,,2773.200,-0.013,,,,
,,2773.300,-0.013,,,,
,,2773.400,-0.012,,,,
,,2773.500,-0.012,,,,
,,2773.600,-0.012,,,,
,,2773.700,-0.013,,,,
,,2773.800,-0.013,,,,
,,2773.900,-0.013,,,,
,,2774.000,-0.012,,,,
,,2774.100,-0.012,,,,
,,2774.200,-0.012,,,,
,,2774.300,-0.012,,,,
,,2774.400,-0.012,,,,
,,2774.500,-0.012,,,,
,,2774.600,-0.012,,,,
,,2774.700,-0.012,,,,
,,2774.800,-0.013,,,,
,,2774.900,-0.013,,,,
,,2775.000,-0.013,,,,
,,2775.100,-0.013,,,,
,,2775.200,-0.013,,,,
,,2775.300,-0.013,,,,
,,2775.400,-0.013,,,,
,,2775.500,-0.012,,,,
,,2775.600,-0.012,,,,
,,2775.700,-0.012,,,,
,,2775.800,-0.012,,,,
,,2775.900,-0.013,,,,
,,2776.000,-0.013,,,,
,,2776.100,-0.013,,,,
,,2776.200,-0.012,,,,
,,2776.300,-0.013,,,,
,,2776.400,-0.012,,,,
,,2776.500,-0.013,,,,
,,2776.600,-0.013,,,,
,,2776.700,-0.012,,,,
,,2776.800,-0.013,,,,
,,2776.900,-0.013,,,,
,,2777.000,-0.014,,,,
,,2777.100,-0.013,,,,
,,2777.200,-0.013,,,,
,,2777.300,-0.013,,,,
,,2777.400,-0.013,,,,
,,2777.500,-0.013,,,,
,,2777.600,-0.013,,,,
,,2777.700,-0.013,,,,
,,2777.800,-0.013,,,,
,,2777.900,-0.013,,,,
,,2778.000,-0.012,,,,
,,2778.100,-0.013,,,,
,,2778.200,-0.013,,,,
,,2778.300,-0.013,,,,
,,2778.400,-0.012,,,,
,,2778.500,-0.013,,,,
,,2778.600,-0.014,,,,
,,2778.700,-0.013,,,,
,,2778.800,-0.013,,,,
,,2778.900,-0.013,,,,
,,2779.000,-0.013,,,,
,,2779.100,-0.012,,,,
,,2779.200,-0.013,,,,
,,2779.300,-0.013,,,,
,,2779.400,-0.013,,,,
,,2779.500,-0.013,,,,
,,2779.600,-0.013,,,,
,,2779.700,-0.013,,,,
,,2779.800,-0.013,,,,
,,2779.900,-0.012,,,,
,,2780.000,-0.013,,,,
,,2780.100,-0.013,,,,
,,2780.200,-0.012,,,,
,,2780.300,-0.014,,,,
,,2780.400,-0.012,,,,
,,2780.500,-0.012,,,,
,,2780.600,-0.013,,,,
,,2780.700,-0.013,,,,
,,2780.800,-0.013,,,,
,,2780.900,-0.014,,,,
,,2781.000,-0.013,,,,
,,2781.100,-0.013,,,,
,,2781.200,-0.013,,,,
,,2781.300,-0.013,,,,
,,2781.400,-0.013,,,,
,,2781.500,-0.013,,,,
,,2781.600,-0.012,,,,
,,2781.700,-0.012,,,,
,,2781.800,-0.013,,,,
,,2781.900,-0.013,,,,
,,2782.000,-0.013,,,,
,,2782.100,-0.013,,,,
,,2782.200,-0.013,,,,
,,2782.300,-0.013,,,,
,,2782.400,-0.013,,,,
,,2782.500,-0.012,,,,
,,2782.600,-0.013,,,,
,,2782.700,-0.013,,,,
,,2782.800,-0.014,,,,
,,2782.900,-0.013,,,,
,,2783.000,-0.013,,,,
,,2783.100,-0.012,,,,
,,2783.200,-0.013,,,,
,,2783.300,-0.013,,,,
,,2783.400,-0.013,,,,
,,2783.500,-0.013,,,,
,,2783.600,-0.014,,,,
,,2783.700,-0.014,,,,
,,2783.800,-0.013,,,,
,,2783.900,-0.013,,,,
,,2784.000,-0.013,,,,
,,2784.100,-0.014,,,,
,,2784.200,-0.013,,,,
,,2784.300,-0.013,,,,
,,2784.400,-0.014,,,,
,,2784.500,-0.014,,,,
,,2784.600,-0.013,,,,
,,2784.700,-0.013,,,,
,,2784.800,-0.014,,,,
,,2784.900,-0.013,,,,
,,2785.000,-0.014,,,,
,,2785.100,-0.014,,,,
,,2785.200,-0.013,,,,
,,2785.300,-0.015,,,,
,,2785.400,-0.014,,,,
,,2785.500,-0.015,,,,
,,2785.600,-0.014,,,,
,,2785.700,-0.013,,,,
,,2785.800,-0.015,,,,
,,2785.900,-0.014,,,,
,,2786.000,-0.014,,,,
,,2786.100,-0.015,,,,
,,2786.200,-0.013,,,,
,,2786.300,-0.014,,,,
,,2786.400,-0.013,,,,
,,2786.500,-0.015,,,,
,,2786.600,-0.015,,,,
,,2786.700,-0.014,,,,
,,2786.800,-0.015,,,,
,,2786.900,-0.015,,,,
,,2787.000,-0.014,,,,
,,2787.100,-0.015,,,,
,,2787.200,-0.014,,,,
,,2787.300,-0.015,,,,
,,2787.400,-0.015,,,,
,,2787.500,-0.015,,,,
,,2787.600,-0.014,,,,
,,2787.700,-0.015,,,,
,,2787.800,-0.014,,,,
,,2787.900,-0.015,,,,
,,2788.000,-0.014,,,,
,,2788.100,-0.014,,,,
,,2788.200,-0.015,,,,
,,2788.300,-0.014,,,,
,,2788.400,-0.014,,,,
,,2788.500,-0.014,,,,
,,2788.600,-0.013,,,,
,,2788.700,-0.013,,,,
,,2788.800,-0.014,,,,
,,2788.900,-0.014,,,,
,,2789.000,-0.013,,,,
,,2789.100,-0.013,,,,
,,2789.200,-0.012,,,,
,,2789.300,-0.012,,,,
,,2789.400,-0.012,,,,
,,2789.500,-0.012,,,,
,,2789.600,-0.012,,,,
,,2789.700,-0.011,,,,
,,2789.800,-0.010,,,,
,,2789.900,-0.011,,,,
,,2790.000,-0.010,,,,
,,2790.100,-0.010,,,,
,,2790.200,-0.010,,,,
,,2790.300,-0.010,,,,
,,2790.400,-0.010,,,,
,,2790.500,-0.010,,,,
,,2790.600,-0.010,,,,
,,2790.700,-0.010,,,,
,,2790.800,-0.009,,,,
,,2790.900,-0.010,,,,
,,2791.000,-0.009,,,,
,,2791.100,-0.009,,,,
,,2791.200,-0.009,,,,
,,2791.300,-0.007,,,,
,,2791.400,-0.007,,,,
,,2791.500,-0.006,,,,
,,2791.600,-0.006,,,,
,,2791.700,-0.005,,,,
,,2791.800,-0.004,,,,
,,2791.900,-0.004,,,,
,,2792.000,-0.003,,,,
,,2792.100,-0.004,,,,
,,2792.200,-0.002,,,,
,,2792.300,-6.104E-4,,,,
,,2792.400,-6.104E-4,,,,
,,2792.500,-6.104E-4,,,,
,,2792.600,-6.104E-4,,,,
,,2792.700,0.000,,,,
,,2792.800,0.000,,,,
,,2792.900,0.000,,,,
,,2793.000,-6.104E-4,,,,
,,2793.100,0.000,,,,
,,2793.200,0.000,,,,
,,2793.300,0.000,,,,
,,2793.400,0.000,,,,
,,2793.500,0.000,,,,
,,2793.600,0.000,,,,
,,2793.700,0.000,,,,
,,2793.800,0.000,,,,
,,2793.900,0.000,,,,
,,2794.000,0.000,,,,
,,2794.100,0.000,,,,
,,2794.200,0.000,,,,
,,2794.300,0.000,,,,
,,2794.400,0.000,,,,
,,2794.500,0.000,,,,
,,2794.600,0.000,,,,
,,2794.700,0.000,,,,
,,2794.800,0.000,,,,
,,2794.900,0.000,,,,
,,2795.000,0.000,,,,
,,2795.100,0.000,,,,
,,2795.200,0.000,,,,
,,2795.300,0.000,,,,
,,2795.400,0.000,,,,
,,2795.500,0.000,,,,
,,2795.600,0.000,,,,
,,2795.700,0.000,,,,
,,2795.800,0.000,,,,
,,2795.900,0.000,,,,
,,2796.000,0.000,,,,
,,2796.100,0.000,,,,
,,2796.200,0.000,,,,
,,2796.300,0.000,,,,
,,2796.400,0.000,,,,
,,2796.500,0.000,,,,
,,2796.600,0.000,,,,
,,2796.700,0.000,,,,
,,2796.800,0.000,,,,
,,2796.900,0.000,,,,
,,2797.000,0.000,,,,
,,2797.100,0.000,,,,
,,2797.200,0.000,,,,
,,2797.300,0.000,,,,
,,2797.400,0.000,,,,
,,2797.500,0.000,,,,
,,2797.600,0.000,,,,
,,2797.700,0.000,,,,
,,2797.800,0.000,,,,
,,2797.900,0.000,,,,
,,2798.000,0.000,,,,
,,2798.100,0.000,,,,
,,2798.200,-6.104E-4,,,,
,,2798.300,0.000,,,,
,,2798.400,0.000,,,,
,,2798.500,0.000,,,,
,,2798.600,0.000,,,,
,,2798.700,0.000,,,,
,,2798.800,-6.104E-4,,,,
,,2798.900,-6.104E-4,,,,
,,2799.000,0.000,,,,
,,2799.100,0.000,,,,
,,2799.200,0.000,,,,
,,2799.300,-6.104E-4,,,,
,,2799.400,0.000,,,,
,,2799.500,0.000,,,,
,,2799.600,-6.104E-4,,,,
,,2799.700,-6.104E-4,,,,
,,2799.800,-0.002,,,,
,,2799.900,-6.104E-4,,,,
,,2800.000,-6.104E-4,,,,
,,2800.100,-6.104E-4,,,,
,,2800.200,0.000,,,,
,,2800.300,-6.104E-4,,,,
,,2800.400,0.000,,,,
,,2800.500,-6.104E-4,,,,
,,2800.600,-0.001,,,,
,,2800.700,-0.001,,,,
,,2800.800,-6.104E-4,,,,
,,2800.900,-0.002,,,,
,,2801.000,0.000,,,,
,,2801.100,0.000,,,,
,,2801.200,-0.002,,,,
,,2801.300,-6.104E-4,,,,
,,2801.400,-0.002,,,,
,,2801.500,-0.001,,,,
,,2801.600,-0.002,,,,
,,2801.700,-6.104E-4,,,,
,,2801.800,-6.104E-4,,,,
,,2801.900,-0.002,,,,
,,2802.000,-6.104E-4,,,,
,,2802.100,-0.001,,,,
,,2802.200,-6.104E-4,,,,
,,2802.300,-0.002,,,,
,,2802.400,-0.002,,,,
,,2802.500,-0.002,,,,
,,2802.600,-0.002,,,,
,,2802.700,-0.003,,,,
,,2802.800,-0.002,,,,
,,2802.900,-0.004,,,,
,,2803.000,-0.002,,,,
,,2803.100,-0.002,,,,
,,2803.200,-0.002,,,,
,,2803.300,-0.004,,,,
,,2803.400,-0.003,,,,
,,2803.500,-0.003,,,,
,,2803.600,-0.004,,,,
,,2803.700,-0.002,,,,
,,2803.800,-0.004,,,,
